商品,类型,物料名称,物料编码,消耗数量,单位,物料单价,行成本,适用渠道,ERPNext新单价,基价(两位),适用税率%,ERP_UOM,基价(原始)
2块脆皮鸡套餐,combo,甜辣酱（大包）,SA01001,20.0,g,0.033705,0.6740999999999999,外卖,0.033705,0.03,7.0,g,0.03
2块脆皮鸡套餐,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,外卖,8.61,8.2,0.0,pc,8.2
2块脆皮鸡套餐,combo,炸鸡炸粉,DR02002,40.0,g,0.0183504996255,0.73401998502,外卖,0.0183504996255,0.02,7.0,g,0.016333333
2块脆皮鸡套餐,combo,腌泡粉,SE01001,12.0,g,0.101115,1.21338,外卖,0.101115,0.09,7.0,g,0.09
2块脆皮鸡套餐,combo,小纸袋,PA99013,2.0,pc,0.280875,0.56175,外卖,0.280875,0.25,7.0,pc,0.25
2块脆皮鸡套餐,combo,小船盒,PA99035,2.0,pc,1.808835,3.61767,外卖,1.808835,1.61,7.0,pc,1.61
5块脆皮鸡桶,combo,十块鸡,FR05001,5.0,pc,8.61,43.05,通用,8.61,8.2,0.0,pc,8.2
5块脆皮鸡桶,combo,J起酥油,DR02001,50.0,g,0.04954635,2.4773175000000003,通用,0.04954635,0.04,7.0,g,0.0441
5块脆皮鸡桶,combo,炸鸡炸粉,DR02002,100.0,g,0.0183504996255,1.8350499625499999,通用,0.0183504996255,0.02,7.0,g,0.016333333
5块脆皮鸡桶,combo,腌泡粉,SE01001,30.0,g,0.101115,3.0334499999999998,通用,0.101115,0.09,7.0,g,0.09
5块脆皮鸡桶,combo,小纸袋,PA99013,5.0,pc,0.280875,1.404375,通用,0.280875,0.25,7.0,pc,0.25
5块脆皮鸡桶,combo,番茄酱（小包）,SA01013,5.0,pc,0.42693,2.1346499999999997,外卖,0.42693,0.38,7.0,pc,0.38
5块脆皮鸡桶,combo,辣椒酱（小包）,SA01010,5.0,pc,0.47187,2.35935,外卖,0.47187,0.42,7.0,pc,0.42
5块脆皮鸡桶,combo,小船盒,PA99035,5.0,pc,1.808835,9.044175,通用,1.808835,1.61,7.0,pc,1.61
5块脆皮鸡桶,combo,番茄酱（大包）,SA01009,25.0,g,0.02595285,0.64882125,堂食,0.02595285,0.02,7.0,g,0.0231
5块脆皮鸡桶,combo,甜辣酱（大包）,SA01001,25.0,g,0.033705,0.842625,堂食,0.033705,0.03,7.0,g,0.03
5块脆皮鸡桶套餐,combo,16A 冷杯,PA99001,2.0,pc,0.7190400000000001,1.4380800000000002,外卖,0.7190400000000001,0.64,7.0,pc,0.64
5块脆皮鸡桶套餐,combo,PLA尖头吸管,PA99024,2.0,pc,0.213465,0.42693,外卖,0.213465,0.19,7.0,pc,0.19
5块脆皮鸡桶套餐,combo,哑光塑料封口膜,PA99027,2.0,pc,0.08988000000000002,0.17976000000000003,外卖,0.08988000000000002,0.08,7.0,pc,0.08
5块脆皮鸡桶套餐,combo,柠檬冬瓜味粉,BE02004,14.0,g,0.2584050000000001,3.6176700000000013,外卖,0.2584050000000001,0.23,7.0,g,0.23
5块脆皮鸡桶套餐,combo,单杯袋,PA99020,2.0,pc,0.20223,0.40446,外卖,0.20223,0.18,7.0,pc,0.18
5块脆皮鸡桶套餐,combo,百事零度,BE01001,25.0,g,0.15729,3.9322500000000002,外卖,0.15729,0.14,7.0,g,0.14
5块脆皮鸡桶套餐,combo,十块鸡,FR05001,5.0,pc,8.61,43.05,外卖,8.61,8.2,0.0,pc,8.2
5块脆皮鸡桶套餐,combo,J起酥油,DR02001,65.0,g,0.04954635,3.22051275,外卖,0.04954635,0.04,7.0,g,0.0441
5块脆皮鸡桶套餐,combo,炸鸡炸粉,DR02002,100.0,g,0.0183504996255,1.8350499625499999,外卖,0.0183504996255,0.02,7.0,g,0.016333333
5块脆皮鸡桶套餐,combo,腌泡粉,SE01001,30.0,g,0.101115,3.0334499999999998,外卖,0.101115,0.09,7.0,g,0.09
5块脆皮鸡桶套餐,combo,小纸袋,PA99013,5.0,pc,0.280875,1.404375,外卖,0.280875,0.25,7.0,pc,0.25
5块脆皮鸡桶套餐,combo,番茄酱（小包）,SA01013,6.0,pc,0.42693,2.5615799999999997,外卖,0.42693,0.38,7.0,pc,0.38
5块脆皮鸡桶套餐,combo,辣椒酱（小包）,SA01010,6.0,pc,0.47187,2.83122,外卖,0.47187,0.42,7.0,pc,0.42
5块脆皮鸡桶套餐,combo,小船盒,PA99035,5.0,pc,1.808835,9.044175,外卖,1.808835,1.61,7.0,pc,1.61
5块脆皮鸡桶套餐,combo,番茄酱（大包）,SA01009,35.0,g,0.02595285,0.90834975,外卖,0.02595285,0.02,7.0,g,0.0231
5块脆皮鸡桶套餐,combo,甜辣酱（大包）,SA01001,35.0,g,0.033705,1.179675,外卖,0.033705,0.03,7.0,g,0.03
5块脆皮鸡桶套餐,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,外卖,0.05617500000000001,0.05,7.0,g,0.05
5块脆皮鸡桶套餐,combo,盐,DR06002,1.0,g,0.011235,0.011235,外卖,0.011235,0.01,7.0,g,0.01
5块脆皮鸡桶套餐,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
5块脆皮鸡桶套餐,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,外卖,0.6179250000000002,0.55,7.0,pc,0.55
5块鸡原味套餐 MCK,combo,十块鸡,FR05001,5.0,pc,8.61,43.05,通用,8.61,8.2,0.0,pc,8.2
5块鸡原味套餐 MCK,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
5块鸡原味套餐 MCK,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
5块鸡原味套餐 MCK,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
5块鸡原味套餐 MCK,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
5块鸡原味套餐 MCK,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
5块鸡套餐MCK,combo,十块鸡,FR05001,5.0,pc,8.61,43.05,通用,8.61,8.2,0.0,pc,8.2
5块鸡套餐MCK,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
5块鸡套餐MCK,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
5块鸡套餐MCK,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
5块鸡套餐MCK,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
5块鸡套餐MCK,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
7-up,single,百事七喜,BE01002,25.0,g,0.15729,3.9322500000000002,通用,0.15729,0.14,7.0,g,0.14
7-up,single,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
7-up,single,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
7-up,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
7-up,single,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
Jumpo 香脆鸡块,single,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
Jumpo 香脆鸡块,single,J起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
Jumpo 香脆鸡块,single,炸鸡炸粉,DR02002,20.0,g,0.0183504996255,0.36700999251,通用,0.0183504996255,0.02,7.0,g,0.016333333
Jumpo 香脆鸡块,single,腌泡粉,SE01001,6.0,g,0.101115,0.60669,通用,0.101115,0.09,7.0,g,0.09
Jumpo 香脆鸡块,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
Jumpo 香脆鸡块,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
Jumpo 香脆鸡块,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
Jumpo 香脆鸡块,single,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
Jumpo 香脆鸡块,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
Jumpo 香脆鸡块,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
Snack Set 1,combo,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
Snack Set 1,combo,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
Snack Set 1,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
Snack Set 1,combo,甜辣酱（大包）,SA01001,10.0,g,0.033705,0.33704999999999996,堂食,0.033705,0.03,7.0,g,0.03
Snack Set 1,combo,番茄酱（大包）,SA01002,10.0,g,0.033705,0.33704999999999996,堂食,0.033705,0.03,7.0,g,0.03
Snack Set 1,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
Snack Set 1,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
Snack Set 1,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,鸡块,CK01002,5.0,pc,2.944028388,14.72014194,通用,2.944028388,2.62,7.0,pc,2.620408
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,single,手套,PA99023,1.0,pc,0.07864500000000002,0.07864500000000002,外卖,0.07864500000000002,0.07,7.0,pc,0.07
[仅限42号分店] 无糖百事可乐 - 免费续杯,single,百事可乐原味,BE01004,50.0,g,0.24717,12.3585,通用,0.24717,0.22,7.0,g,0.22
[仅限42号分店] 无糖百事可乐 - 免费续杯,single,PLA尖头吸管,PA99024,2.0,pc,0.213465,0.42693,通用,0.213465,0.19,7.0,pc,0.19
[仅限42号分店] 无糖百事可乐 - 免费续杯,single,哑光塑料封口膜,PA99027,2.0,pc,0.08988000000000002,0.17976000000000003,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[仅限42号分店] 无糖百事可乐 - 免费续杯,single,16A 冷杯,PA99001,2.0,pc,0.7190400000000001,1.4380800000000002,通用,0.7190400000000001,0.64,7.0,pc,0.64
[仅限42号分店] 无糖百事可乐 - 免费续杯,single,单杯袋,PA99020,2.0,pc,0.20223,0.40446,外卖,0.20223,0.18,7.0,pc,0.18
[促销] 活动] 返校促销套餐 3,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
[促销] 活动] 返校促销套餐 3,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[促销] 活动] 返校促销套餐 3,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[促销] 活动] 返校促销套餐 3,combo,百事零度,BE01001,25.0,g,0.15729,3.9322500000000002,通用,0.15729,0.14,7.0,g,0.14
[促销] 活动] 返校促销套餐 3,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
[促销] 活动] 返校促销套餐 3,combo,十块鸡,FR05001,2.0,pc,8.61,17.22,通用,8.61,8.2,0.0,pc,8.2
[促销] 活动] 返校促销套餐 3,combo,J起酥油,DR02001,35.0,g,0.04954635,1.7341222500000002,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 活动] 返校促销套餐 3,combo,炸鸡炸粉,DR02002,40.0,g,0.0183504996255,0.73401998502,通用,0.0183504996255,0.02,7.0,g,0.016333333
[促销] 活动] 返校促销套餐 3,combo,腌泡粉,SE01001,12.0,g,0.101115,1.21338,通用,0.101115,0.09,7.0,g,0.09
[促销] 活动] 返校促销套餐 3,combo,小纸袋,PA99013,2.0,pc,0.280875,0.56175,通用,0.280875,0.25,7.0,pc,0.25
[促销] 活动] 返校促销套餐 3,combo,番茄酱（小包）,SA01013,3.0,pc,0.42693,1.2807899999999999,外卖,0.42693,0.38,7.0,pc,0.38
[促销] 活动] 返校促销套餐 3,combo,辣椒酱（小包）,SA01010,3.0,pc,0.47187,1.41561,外卖,0.47187,0.42,7.0,pc,0.42
[促销] 活动] 返校促销套餐 3,combo,小船盒,PA99035,2.0,pc,1.808835,3.61767,通用,1.808835,1.61,7.0,pc,1.61
[促销] 活动] 返校促销套餐 3,combo,番茄酱（大包）,SA01009,20.0,g,0.02595285,0.519057,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 活动] 返校促销套餐 3,combo,甜辣酱（大包）,SA01001,20.0,g,0.033705,0.6740999999999999,堂食,0.033705,0.03,7.0,g,0.03
[促销] 活动] 返校促销套餐 3,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
[促销] 活动] 返校促销套餐 3,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
[促销] 活动] 返校促销套餐 3,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
[促销] 活动] 返校促销套餐 3,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
[促销] 特辣番茄双人套餐3份特价！,combo,十块鸡,FR05001,3.0,pc,8.61,25.83,通用,8.61,8.2,0.0,pc,8.2
[促销] 特辣番茄双人套餐3份特价！,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 特辣番茄双人套餐3份特价！,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
[促销] 特辣番茄双人套餐3份特价！,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
[促销] 特辣番茄双人套餐3份特价！,combo,辣番茄调味料,SE05004,10.0,g,0.24717,2.4717000000000002,通用,0.24717,0.22,7.0,g,0.22
[促销] 特辣番茄双人套餐3份特价！,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
[促销] 特辣番茄双人套餐3份特价！,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 辣味番茄双人套餐 1 特价！,combo,十块鸡,FR05001,3.0,pc,8.61,25.83,通用,8.61,8.2,0.0,pc,8.2
[促销] 辣味番茄双人套餐 1 特价！,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 辣味番茄双人套餐 1 特价！,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
[促销] 辣味番茄双人套餐 1 特价！,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
[促销] 辣味番茄双人套餐 1 特价！,combo,辣番茄调味料,SE05004,10.0,g,0.24717,2.4717000000000002,通用,0.24717,0.22,7.0,g,0.22
[促销] 辣味番茄双人套餐 1 特价！,combo,甜辣酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
[促销] 辣味番茄双人套餐 1 特价！,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 辣味番茄双人套餐 1 特价！,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
[促销] 辣味番茄双人套餐 1 特价！,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
[促销] 辣味番茄双人套餐 1 特价！,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[促销] 辣味番茄双人套餐 1 特价！,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[促销] 返校促销套餐组合4,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
[促销] 返校促销套餐组合4,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[促销] 返校促销套餐组合4,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[促销] 返校促销套餐组合4,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
[促销] 返校促销套餐组合4,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
[促销] 返校促销套餐组合4,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
[促销] 返校促销套餐组合4,combo,J起酥油,DR02001,25.0,g,0.04954635,1.2386587500000001,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 返校促销套餐组合4,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
[促销] 返校促销套餐组合4,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
[促销] 返校促销套餐组合4,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
[促销] 返校促销套餐组合4,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
[促销] 返校促销套餐组合4,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
[促销] 返校促销套餐组合4,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 返校促销套餐组合4,combo,甜辣酱（大包）,SA01001,10.0,g,0.033705,0.33704999999999996,堂食,0.033705,0.03,7.0,g,0.03
[促销] 返校促销套餐组合4,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
[促销] 返校促销套餐组合4,combo,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
[促销] 返校促销套餐组合4,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
[促销] 返校促销套餐组合4,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
[促销] 返校促销套餐组合4,combo,腌泡粉,SE01001,3.0,g,0.101115,0.303345,通用,0.101115,0.09,7.0,g,0.09
[促销] 返校促销套餐组合4,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
[促销] 返校促销套餐组合4,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
[促销] 返校促销套餐组合4,combo,餐巾纸,GE99003,1.0,pc,0.0894914566245,0.0894914566245,通用,0.0894914566245,0.08,7.0,pc,0.079654167
[促销] 返校促销组合套装2,combo,百事可乐原味,BE01004,25.0,g,0.24717,6.17925,通用,0.24717,0.22,7.0,g,0.22
[促销] 返校促销组合套装2,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[促销] 返校促销组合套装2,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[促销] 返校促销组合套装2,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
[促销] 返校促销组合套装2,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
[促销] 返校促销组合套装2,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
[促销] 返校促销组合套装2,combo,J起酥油,DR02001,40.0,g,0.04954635,1.9818540000000002,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 返校促销组合套装2,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
[促销] 返校促销组合套装2,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
[促销] 返校促销组合套装2,combo,番茄酱（小包）,SA01013,2.0,pc,0.42693,0.85386,外卖,0.42693,0.38,7.0,pc,0.38
[促销] 返校促销组合套装2,combo,辣椒酱（小包）,SA01010,2.0,pc,0.47187,0.94374,外卖,0.47187,0.42,7.0,pc,0.42
[促销] 返校促销组合套装2,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
[促销] 返校促销组合套装2,combo,番茄酱（大包）,SA01009,15.0,g,0.02595285,0.38929274999999997,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 返校促销组合套装2,combo,甜辣酱（大包）,SA01001,15.0,g,0.033705,0.505575,堂食,0.033705,0.03,7.0,g,0.03
[促销] 返校促销组合套装2,combo,鸡块,CK01002,5.0,pc,2.944028388,14.72014194,通用,2.944028388,2.62,7.0,pc,2.620408
[促销] 返校促销组合套装2,combo,小纸袋,PA99013,1.0,pc,0.280875,0.280875,通用,0.280875,0.25,7.0,pc,0.25
[促销] 返校促销组合套装2,combo,小船盒,PA99035,1.0,pc,1.808835,1.808835,通用,1.808835,1.61,7.0,pc,1.61
[促销] 返校促销组合套餐1,combo,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
[促销] 返校促销组合套餐1,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
[促销] 返校促销组合套餐1,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
[促销] 返校促销组合套餐1,combo,百事零度,BE01001,25.0,g,0.15729,3.9322500000000002,通用,0.15729,0.14,7.0,g,0.14
[促销] 返校促销组合套餐1,combo,单杯袋,PA99020,1.0,pc,0.20223,0.20223,外卖,0.20223,0.18,7.0,pc,0.18
[促销] 返校促销组合套餐1,combo,J起酥油,DR02001,25.0,g,0.04954635,1.2386587500000001,通用,0.04954635,0.04,7.0,g,0.0441
[促销] 返校促销组合套餐1,combo,8寸面饼,FR03001,1.0,pc,6.972429765,6.972429765,通用,6.972429765,6.21,7.0,pc,6.20599
[促销] 返校促销组合套餐1,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
[促销] 返校促销组合套餐1,combo,辣味粉,SE05002,3.0,g,0.146055,0.43816499999999997,通用,0.146055,0.13,7.0,g,0.13
[促销] 返校促销组合套餐1,combo,炸鸡炸粉,DR02002,30.0,g,0.0183504996255,0.5505149887649999,通用,0.0183504996255,0.02,7.0,g,0.016333333
[促销] 返校促销组合套餐1,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
[促销] 返校促销组合套餐1,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
[促销] 返校促销组合套餐1,combo,鸡柳,CK02001,1.0,pc,4.534090908900001,4.534090908900001,通用,4.534090908900001,4.32,0.0,pc,4.318181818
[促销] 返校促销组合套餐1,combo,餐巾纸,GE99003,1.0,pc,0.0894914566245,0.0894914566245,通用,0.0894914566245,0.08,7.0,pc,0.079654167
[促销] 返校促销组合套餐1,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
[促销] 返校促销组合套餐1,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
[促销] 返校促销组合套餐1,combo,外卖筒形薯盒,PA99005,1.0,pc,0.775215,0.775215,外卖,0.775215,0.69,7.0,pc,0.69
[促销] 返校促销组合套餐1,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
[促销] 返校促销组合套餐1,combo,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
[促销] 返校促销组合套餐1,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
[促销] 返校促销组合套餐1,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
[促销] 返校促销组合套餐1,combo,甜辣酱（大包）,SA01001,10.0,g,0.033705,0.33704999999999996,堂食,0.033705,0.03,7.0,g,0.03
[僅限商店12] 檸檬水 - 線路優惠券,single,Lemonade Powder,BE02002,14.0,g,0.280875,3.93225,通用,0.280875,0.25,7.0,g,0.25
[僅限商店12] 檸檬水 - 線路優惠券,single,16A 冷杯,PA99001,1.0,pc,0.7190400000000001,0.7190400000000001,通用,0.7190400000000001,0.64,7.0,pc,0.64
